landmark,auc,auc,auc,auc,auc,auc,brier_score,brier_score,brier_score,brier_score,brier_score,brier_score,c_index,likelihood,likelihood,p,n,long_model,surv_model,dataset,train_size,task
,avg,12,24,36,48,60,avg,12,24,36,48,60,avg,avg,nr_zero,,,,,,,
36,0.8612727128941007,1.0,1.0,1.0,0.8110438675626546,0.8092879857426927,0.0477992834784709,0.0217001360019206,0.0146517705977753,0.0200577688013406,0.0907651468526065,0.1097447593224022,0.945,-0.4758734798952182,0.0,0,3,last_visit,CPH,ADNI,ADNI,Random search
36,0.7529334425822505,1.0,1.0,1.0,0.6634783097241,0.6634549210664094,0.0445015278219622,0.0219707026105665,0.0189871755448767,0.0198660741894387,0.0835291507767087,0.0892767189430833,0.905,-0.5125472390800438,0.0,45,3,last_visit,RSF,ADNI,ADNI,Random search
36,0.5146747367614962,0.9913753537026976,0.9908421546934374,0.9906293434917416,0.3420762375241652,0.3390662082732616,0.0926129873995102,0.0248661989085982,0.0272103337813738,0.045495121462176,0.172073265625831,0.2264802585487218,0.825,-0.8130032355647865,0.0,43,3,RNN,CPH,ADNI,ADNI,Random search
36,0.6247260770512902,1.0,0.9843534737316576,0.9906293434917416,0.4888510359836544,0.5726065751771202,0.0855942056351311,0.0296528960735461,0.0289270939792935,0.0687403629369134,0.1400099832783869,0.1797458686183152,0.83,-0.7377455077634054,0.0,40,3,RNN,FNN,ADNI,ADNI,Random search
36,0.9301914983482894,1.0,1.0,1.0,0.904916006370946,0.9040324348581876,0.0301420166975856,0.0097454378996128,0.0017705820843167,0.0050858081381863,0.067890867868894,0.0818961794982781,0.925,-0.4219056292252427,0.0,22,3,RNN_long,CPH,ADNI,ADNI,Random search
36,0.8076791877329782,0.9979206001934048,1.0,1.0,0.7387986763248928,0.6531995636149804,0.0367901816356887,0.029612160341029,0.0101471931926939,0.0115739880826913,0.0693990188010095,0.0824688925916915,0.895,-0.4707446793160094,0.0,7,3,RNN_long,FNN,ADNI,ADNI,Random search
36,0.5773803586531396,0.997920600193405,1.0,1.0,0.4251157884402854,0.4228774072746312,0.0554214951995213,0.0206840737723464,0.0204901308676527,0.0290036876614472,0.1032836329003484,0.1171329849649276,0.845,-0.6000142848718316,0.0,69,3,RNN_long,RSF,ADNI,ADNI,Random search
36,0.6213045877124136,0.9913753537026976,0.9908421546934376,0.9906293434917416,0.4873134483021388,0.569388364613611,0.1090917376068735,0.0254255544956745,0.0499067835944352,0.0882561648507057,0.1811430605116214,0.2086963284457887,0.805,-0.6168992121293243,0.0,43,3,RNN,RSF,ADNI,ADNI,Random search
36,0.876876615186642,0.998770015397893,0.829014133190596,0.8795871164893128,0.8811662291004558,0.8811662291004559,0.1531914709648308,0.0238407888668028,0.1700301484175186,0.1843557003854474,0.1668245263123281,0.1592702286212551,0.8049242424242424,-1.1088476282645066,0.0,0,4,last_visit,CPH,ADNI,ADNI,Random search
36,0.9955856301288734,0.9910480734723448,0.9941766458648682,0.9995026416972776,1.0,1.0,0.12770723921238,0.0626771121178652,0.1360777734929339,0.1542392422060215,0.1301277523148696,0.1180912655535249,0.8768939393939394,-0.9143340486124022,0.0,52,4,last_visit,RSF,ADNI,ADNI,Random search
36,0.9887319999076604,0.968178594215938,0.9906640093371932,0.996004874054524,0.9959880828656094,0.995968791512108,0.1360632812371781,0.0817613946203725,0.1532627233334421,0.1597973321694648,0.1378837896594577,0.1048571649523227,0.8617424242424242,-0.9663336549420748,0.0,17,4,RNN,FNN,ADNI,ADNI,Random search
36,0.995927655648012,0.9905453682366494,0.9947120929124588,1.0,1.0,1.0,0.1677017515769534,0.0816967637727509,0.190782212011981,0.2211962067290251,0.1596553531968618,0.1166497049671404,0.8579545454545454,-0.9136043620116728,0.0,56,4,RNN_long,FNN,ADNI,ADNI,Random search
36,0.9759979573118752,0.9768286968055327,0.9587134114866248,0.99737138803463,1.0,1.0,0.1465134755035123,0.0699687609220496,0.153872369099065,0.1833560058964514,0.1461706532520644,0.1353409866108874,0.8276515151515151,-0.9916272502916628,0.0,19,4,RNN_long,RSF,ADNI,ADNI,Random search
36,0.994348195027487,0.99451467035191,0.9897975687144208,1.0,1.0,1.0,0.1417987406591277,0.0545623480430218,0.1666334228121621,0.1945551975667784,0.1265838717048536,0.1042825930624111,0.9147727272727272,-0.929405295625504,0.0,39,4,RNN,RSF,ADNI,ADNI,Random search
36,0.9825190409580576,0.9875733362209802,0.972581782475023,0.9871080111261236,0.989727921969804,1.0,0.0530064691668191,0.0593193643537639,0.0686435478708387,0.0547859864600109,0.0403812474228851,0.0371108254733196,0.9078341013824884,-0.4774662732391675,0.0,45,5,last_visit,RSF,ADNI,ADNI,Random search
36,0.928312368816388,0.8955725898368022,0.992682103759303,1.0,1.0,1.0,0.0531764887960477,0.1108478417507696,0.0947904063083739,0.0419064272810234,0.0154941047125184,0.0101821920137808,0.7465437788018433,-0.3612811680795189,0.0,0,5,RNN,FNN,ADNI,ADNI,Random search
36,0.9559842653931346,0.9439416592200562,0.9796612538012212,0.9942738082751864,0.9940650215825536,1.0,0.0560822573591362,0.1108492197389961,0.0690462760159034,0.0486993086578843,0.0348415679311449,0.0326345339242283,0.8202764976958525,-0.4286560890556317,0.0,53,5,RNN_long,FNN,ADNI,ADNI,Random search
36,0.9881235716120452,0.9893830445383132,0.9856473197570098,0.9937151554239853,0.9931519479798694,1.0,0.046822310068403,0.0629830611455453,0.0624778900116038,0.043464108868902,0.0353219876614475,0.0290674463177723,0.9078341013824884,-0.4674798650236128,0.0,19,5,RNN_long,RSF,ADNI,ADNI,Random search
36,0.9259585780929503,0.9933644028364456,0.7934318718176037,0.7842780530176519,1.0,1.0,0.0491206116868173,0.055891734503254,0.0632924381624605,0.0552990740770683,0.0349158144521523,0.0300585056079224,0.9262672811059908,-0.4279620496580826,0.0,69,5,RNN,RSF,ADNI,ADNI,Random search
36,0.8589081573496393,0.9974909478481416,0.7931539211048622,0.831919596103035,0.8368051644380946,0.871188986610729,0.1046649007826113,0.0401829956031577,0.1288147491990211,0.1104221805162824,0.1095025706899109,0.0996572098473041,0.85,-0.932242704972878,0.0,0,6,last_visit,CPH,ADNI,ADNI,Random search
36,0.9905260727601984,0.9904001270759624,0.9869641484934346,0.9896962510775764,0.9883090017976792,0.995942960208212,0.0813785387590262,0.0529855592448823,0.1045793707209313,0.0811518511513257,0.0827866878409167,0.06100693140098,0.913157894736842,-0.811491905664367,0.0,8,6,last_visit,RSF,ADNI,ADNI,Random search
36,0.8134975008429364,0.9897587152476678,0.7272368975776958,0.7794190070996192,0.7868788524429373,0.8325690885927464,0.1397732804830056,0.0534371632910709,0.2149506306468565,0.1238102617758764,0.1470640272644468,0.0930992411986146,0.8078947368421052,-1.129597291524962,0.0,26,6,RNN,CPH,ADNI,ADNI,Random search
36,0.883780919871238,0.8889198716646924,0.8342250893851371,0.873379299396744,0.9383826898025218,0.9538901823664088,0.1299537266267277,0.1002680465147478,0.2007317199469306,0.1113323067937232,0.1071522365259896,0.1009292399657867,0.8210526315789474,-1.1186788696007817,0.0,8,6,RNN,FNN,ADNI,ADNI,Random search
36,0.8453183063648053,0.9943404838679886,0.7728144032704898,0.8114597742518247,0.824795700735624,0.8636990669951201,0.1368952865990481,0.0489190435988044,0.1841827505497101,0.1394936996967352,0.15286213091701,0.0931660868666698,0.7921052631578948,-1.0908417355275688,0.0,56,6,RNN_long,CPH,ADNI,ADNI,Random search
36,0.9552516191587788,0.938345751310642,0.9419750214087728,0.9618950522950878,0.9716349551812544,0.9809631209769945,0.122616215294299,0.1001937208888534,0.1505183418765052,0.1208015197043324,0.1213040829491248,0.0954881124056133,0.8236842105263158,-0.8366887332696665,0.0,12,6,RNN_long,FNN,ADNI,ADNI,Random search
36,0.9858648985690012,0.984420923990451,0.9797295691369922,0.98456604438313,0.9795130756169038,0.995942960208212,0.094026024962676,0.0576423425778063,0.1238431293731943,0.0955477759298834,0.1033879898209847,0.0490080668754773,0.9394736842105263,-0.842046271404463,0.0,4,6,RNN_long,RSF,ADNI,ADNI,Random search
36,0.922788093474086,1.0,0.8605236072776326,0.9304716003089604,0.8884563778073646,0.9518616624705146,0.0892598431062169,0.0441840424490556,0.118265087919825,0.0913119017239041,0.0973259961189312,0.0560887308753591,0.8552631578947368,-0.8739500931438677,0.0,52,6,RNN,RSF,ADNI,ADNI,Random search
36,0.5,0.5,0.5,0.5,0.5,0.5,0.2208283419641471,0.0337679164304801,0.178969957081545,0.2363944929322486,0.3007099730850366,0.3007099730850366,0.5,-2.0853600842210223,0.1509433962264151,0,7,last_visit,CPH,ADNI,ADNI,Random search
36,0.8771138184148226,0.9870763501217418,0.8938362657228449,0.9319408752704924,0.7541770776091203,0.7537474283683256,0.1089129688508763,0.0243922737301743,0.1018360320872558,0.0993587467156945,0.1528348890904642,0.138852141290007,0.7857142857142857,-0.8103780013738966,0.0,8,7,last_visit,RSF,ADNI,ADNI,Random search
36,0.8412519978070019,0.9704319373344888,0.8004834351352976,0.8522143099568861,0.8755959215525956,0.8760875277632483,0.1018147645102448,0.0306827131562031,0.0987730342548756,0.0856917465592034,0.1350779480902078,0.1447499451171819,0.7678571428571429,-0.815831474889121,0.0,21,7,RNN,CPH,ADNI,ADNI,Random search
36,0.8566993800951289,0.9544986703612937,0.8363746638413972,0.8522143099568862,0.8721466116319394,0.8770932360211452,0.1043625061278991,0.0337671854086985,0.1297346655346079,0.0934506953881097,0.1203320873432816,0.1140979670824957,0.78125,-0.9836280206891695,0.0,69,7,RNN,FNN,ADNI,ADNI,Random search
36,0.8514182074688144,1.0,0.8301952265881015,0.8720464904026458,0.8286755296761134,0.8285360559769589,0.0955343671885639,0.0191949536819293,0.0785129617063696,0.0921567885185507,0.1405551068583112,0.1226302696601188,0.8035714285714286,-0.7934258736136657,0.0,30,7,RNN_long,CPH,ADNI,ADNI,Random search
36,0.815451576759463,0.9082487826805262,0.8123550707192982,0.8577259607321716,0.752144845737553,0.7509760332970568,0.1099839514501391,0.0337572714199312,0.096869104753835,0.0976466345692408,0.1506173971058548,0.1558480673233201,0.7410714285714286,-0.832314360863569,0.0,36,7,RNN_long,FNN,ADNI,ADNI,Random search
36,0.8479581950132943,0.9870763501217418,0.80667438123982,0.8595222482391621,0.8795779227862004,0.877958244207494,0.0943465249326383,0.0242638727036164,0.1000226402189267,0.0826453723492743,0.1245666413695963,0.1160390188818954,0.8392857142857143,-0.822683247183307,0.0,46,7,RNN_long,RSF,ADNI,ADNI,Random search
36,0.9108073929024916,0.9870763501217416,0.8964161593342673,0.9146856504001382,0.9128571213013512,0.9103541879700624,0.082854149561055,0.0253758148371746,0.071650631859283,0.069597608226082,0.1195352876960629,0.1158903260884095,0.8303571428571429,-0.8183203698664474,0.0,55,7,RNN,RSF,ADNI,ADNI,Random search
36,0.8844946520656088,0.8899205285101447,0.8568137776172281,0.8973854857374667,0.8949818362987958,0.8943003918335392,0.0794526009439709,0.0791762298674369,0.1135638599049679,0.0669079744312773,0.0617431614814519,0.0720145860489366,0.9375,-2.933426261600877,0.171875,0,8,last_visit,CPH,ADNI,ADNI,Random search
36,0.9670496743075948,0.9947054131128364,0.9383123431925748,0.9591442211732508,0.9581872126004464,0.9579158967485388,0.0471022926586116,0.0474581148127605,0.0593348939147001,0.0388548400381983,0.0426498812927963,0.0476809959647427,0.93125,-0.4722479696835184,0.0,8,8,last_visit,RSF,ADNI,ADNI,Random search
36,0.9111695955302525,0.8978044698368307,0.9026205636569752,0.9296900550423384,0.9280431100565824,0.927576194404462,0.0604588715737334,0.0847782836367251,0.0783397626956181,0.0468582252783369,0.0438812565004538,0.0607342000043249,0.825,-0.4895924826866592,0.0,73,8,RNN,FNN,ADNI,ADNI,Random search
36,0.8798241970419628,0.9005609902451651,0.8224248561620464,0.8973854857374668,0.897899007512718,0.8972364920603852,0.0777792217848881,0.084702360285388,0.1129859899117832,0.0592748848214755,0.0615971893679249,0.0698152857913499,0.825,-0.4536193159169086,0.0,39,8,RNN_long,FNN,ADNI,ADNI,Random search
36,0.966688835986368,0.9932919630026492,0.9389537854312032,0.9591442211732508,1.0,1.0,0.0479093659428465,0.0535725041229914,0.0671938284112233,0.0412914153701741,0.0371528862576631,0.03842616334166,0.93125,-0.4629390307059675,0.0,73,8,RNN_long,RSF,ADNI,ADNI,Random search
36,0.8417196969415107,0.8338233616536883,0.8164993043036803,0.8658763777834676,0.8145663257489809,0.8133630791244248,0.091631097320828,0.0673450061214544,0.1022623880294705,0.0874713692037329,0.0902270859316155,0.1057820861155314,0.9375,-0.5502741940499299,0.0,43,8,RNN,RSF,ADNI,ADNI,Random search
36,0.5,0.5,0.5,0.5,0.5,0.5,1.329825594555816,1.3734560970132494,1.314263376333891,1.3467565502445529,1.3183082096326455,1.306492387011098,0.5,-13.502761559965965,0.9672131147540984,0,9,last_visit,CPH,ADNI,ADNI,Random search
36,0.9329560912474656,0.925593115648342,0.9590818437143293,0.96134176475505,0.9241516219646304,0.9179056129698356,0.0673922308542197,0.0429504573586322,0.0566489639853036,0.0454960946320137,0.0955721258476013,0.1007530205452885,0.8404255319148937,-0.6489154535185107,0.0,52,9,last_visit,RSF,ADNI,ADNI,Random search
36,0.9402388021226028,0.997579915060444,1.0,1.0,0.855769659303363,0.8561333743617561,0.0452342757419822,0.0370289415307221,0.0359245161790833,0.0173887757202136,0.073125168731199,0.0719683431441436,0.8723404255319149,-0.6289958735995965,0.0,73,9,RNN,CPH,ADNI,ADNI,Random search
36,0.9079347460336932,0.9937348381082608,0.9976797867029696,0.9986718423894912,0.7813544789658053,0.6948412490154827,0.0514812900246631,0.0605781173291496,0.0383132242909795,0.0241882269348615,0.0753545872728759,0.075560125870721,0.8297872340425532,-0.5434887159779671,0.0,51,9,RNN,FNN,ADNI,ADNI,Random search
36,0.9405398532078076,0.9958231126598776,1.0,1.0,0.8580302405499295,0.8584178148722598,0.0604669417537382,0.0473585179435256,0.0558580343890785,0.0389178112847382,0.0833962353686877,0.0800328540013709,0.8617021276595744,-0.6006640277986243,0.0,61,9,RNN_long,CPH,ADNI,ADNI,Random search
36,0.8150140305486957,0.8605104067277782,0.9976797867029696,0.9642133091884684,0.6693601015295652,0.6233691498929537,0.060728674743999,0.0616693106453426,0.0413564935598537,0.0322299172429282,0.0907535721358235,0.0954801214294384,0.7180851063829787,-0.5544247447395119,0.0,27,9,RNN_long,FNN,ADNI,ADNI,Random search
36,0.9332652570649266,0.9275030946912952,0.96056429998376,0.9595522515574124,0.9223904714585844,0.921571343091342,0.0679319997515437,0.0484428862072893,0.054164290458256,0.0457718494202638,0.097434347061902,0.1002721379242169,0.824468085106383,-0.6478178973795441,0.0,11,9,RNN_long,RSF,ADNI,ADNI,Random search
36,0.976376536125818,0.9937348381082608,0.9987398841576474,0.9986718423894912,0.9483220612703502,0.9441108972779052,0.0551946062421249,0.0380606272827758,0.0408203848077945,0.0340056813885031,0.0878225770489429,0.0781989361637424,0.898936170212766,-0.6252806241038985,0.0,37,9,RNN,RSF,ADNI,ADNI,Random search
