landmark,auc,auc,auc,auc,auc,auc,brier_score,brier_score,brier_score,brier_score,brier_score,brier_score,c_index,likelihood,likelihood,n,long_model,surv_model,dataset,train_size,task
,avg,12,24,36,48,60,avg,12,24,36,48,60,avg,avg,nr_zero,,,,,,
24,0.8911776080074246,0.8326912616804212,0.9162486863324903,0.9496885415218992,0.9575269199852652,0.9576774080662392,0.0991299000538213,0.0603672665075239,0.1191807538602686,0.1127259017465622,0.0959374789868429,0.076983664735699,0.7690875232774674,-0.7068809012727827,0.0,5,baseline,CPH,ADNI,ADNI,No
36,0.9729091646527364,0.9630540800601384,0.9922852631737772,0.9973322440002752,0.9972223955769128,1.0,0.0750601910426034,0.0904681778870388,0.093020761004551,0.0765752460446498,0.058918004005471,0.0529853283444446,0.8847926267281107,-0.5189049767068107,0.0,5,baseline,CPH,ADNI,ADNI,No
48,1.0,1.0,1.0,1.0,1.0,1.0,0.0257294359478262,0.037460257881166,0.0319919301221394,0.0244706879847951,0.0221359225830835,0.0111781483214077,1.0,-0.2861050095287782,0.0,5,baseline,CPH,ADNI,ADNI,No
12,0.9696656406885896,0.9683291428001416,0.9506908505303948,0.9656385944004984,0.9805260218104076,0.9855458329671885,0.1305483319311771,0.0877369661345258,0.1377978232744148,0.1306240662148538,0.1503833323955273,0.1190392455452991,0.849235635213495,-1.310963522398537,0.0,6,baseline,CPH,ADNI,ADNI,No
24,0.9567345867571316,0.9194032412072308,0.9534276425052816,0.9748064131418256,0.9818246039045484,0.985919594997392,0.1220350971527271,0.0934247589934566,0.1132285792470932,0.1481469452684748,0.1211193983714605,0.1178661724543029,0.8030560271646859,-1.0614551914627894,0.0,6,baseline,CPH,ADNI,ADNI,No
36,0.982958322922044,0.9698402041105983,0.9778460375012388,0.983896750292537,0.9876242036330004,0.998191488152126,0.0956050319623352,0.0598013613630072,0.1203921930457791,0.1038511279362199,0.1035514003868902,0.0494494515978964,0.9078947368421052,-0.9349500728381842,0.0,6,baseline,CPH,ADNI,ADNI,No
48,0.9824930913948912,0.972438340074587,0.9801703769946756,0.9860740396889868,0.9975351267450716,1.0,0.0954989434491438,0.1234486344610664,0.1198669247391841,0.1163334235712107,0.0661882673406821,0.0357656818299301,0.8486842105263158,-1.234030555756063,0.0,6,baseline,CPH,ADNI,ADNI,No
12,0.90231140343696,0.9695227089084824,0.9148672593580748,0.9326581061797544,0.8656757683195616,0.8865065935252034,0.0910115799797182,0.0496755302176046,0.0827067296567477,0.0838932347886394,0.1172770417798348,0.1106630971696973,0.8827493261455526,-0.9113730359934794,0.0,7,baseline,CPH,ADNI,ADNI,No
24,0.8449518213662527,0.8640837427369323,0.9023052911249518,0.8285869497903167,0.8595881842774263,0.8257690235684234,0.1042870490762949,0.061316040049353,0.0709547639904085,0.1195762527368861,0.1172664180803994,0.157385482945618,0.7860310421286031,-0.9416325975716489,0.0,7,baseline,CPH,ADNI,ADNI,No
36,0.8309350333747948,0.993592344030601,0.8049921434803214,0.85401955712571,0.811349346151527,0.8093168554276797,0.1136081034304149,0.0269190254716781,0.1022234917790909,0.1076050130198571,0.1562233846222726,0.1498420231292001,0.7946428571428571,-0.9322225468623796,0.0,7,baseline,CPH,ADNI,ADNI,No
48,0.755624268763451,0.7597015101370026,0.8297565037229951,0.7875490104182443,0.7852600988412723,0.7302828204833101,0.1925078479212474,0.1283352992949954,0.1429194396264716,0.200601390862028,0.1920394157573787,0.3406069915832272,0.735632183908046,-1.7738952592890689,0.0,7,baseline,CPH,ADNI,ADNI,No
12,0.8900625256761519,0.9867942046204664,0.8408959209368037,0.8741704768909826,0.8915254738861684,0.9130613356790832,0.1186449949807145,0.0303112875381562,0.1119924206524234,0.1490571390636075,0.1448060902002364,0.1071373724750247,0.854458041958042,-0.8392794589312235,0.0,8,baseline,CPH,ADNI,ADNI,No
24,0.8383079833985766,0.7841311980000871,0.8484541834225959,0.8732659167344918,0.8998204125623824,0.8997963936033524,0.1282248841149123,0.0988989220806954,0.1478402330401909,0.1495020437868852,0.1114091906567185,0.1093972158710138,0.784217877094972,-0.8581730713173876,0.0,8,baseline,CPH,ADNI,ADNI,No
36,0.9480161987420542,0.9281803262986136,0.9472513823231372,0.967691588288582,0.9668749016067372,0.9666395677979122,0.0650440854553316,0.0678377652307377,0.0852536270856434,0.054055862417669,0.0561208345772958,0.0616542702506987,0.925,-0.552009621881642,0.0,8,baseline,CPH,ADNI,ADNI,No
48,0.9957296904031646,0.989211849439574,1.0,1.0,1.0,1.0,0.043378797161673,0.0499748111227129,0.0313351785113743,0.0363820862359976,0.0439310567668176,0.0737589231422919,0.9594594594594594,-0.63940794002284,0.0,8,baseline,CPH,ADNI,ADNI,No
12,0.9935434365964098,0.992719246337125,0.9925819426960772,0.9937631033842952,0.9977489212344498,0.9976550514862296,0.0596544813481712,0.0435060500869189,0.0580489067975538,0.0663096108996065,0.0637235936810007,0.0575655779421288,0.91514598540146,-0.8302915773077361,0.0,9,baseline,CPH,ADNI,ADNI,No
24,0.960759360852383,0.9910480974794944,0.9924597734067204,0.9971211111463756,0.997001061783386,0.8626790736854004,0.064739508112182,0.048832359675206,0.065987572680946,0.0631175745289416,0.055782359800933,0.0993086912006086,0.8642322097378277,-0.8458011815113091,0.0,9,baseline,CPH,ADNI,ADNI,No
36,0.9109015129674436,0.9899166681500486,0.996511566566418,0.99636609925843,0.7926089743548236,0.794561775040767,0.0630063970482692,0.0427714704276197,0.0491950894586144,0.0443813419476922,0.0936930552170134,0.0867407327118939,0.8031914893617021,-0.7100199580634248,0.0,9,baseline,CPH,ADNI,ADNI,No
48,0.6054507187466506,1.0,1.0,0.668955302816073,0.670887046026238,0.3857804429387629,0.0533912921052356,0.0182952957477901,0.0163629638344705,0.0562576097760087,0.0534076695359871,0.1567785548011624,0.6521739130434783,-0.6986670518273315,0.0,9,baseline,CPH,ADNI,ADNI,No
12,0.9180809814237166,0.9319229354645502,0.9099486630297876,0.9401502150548487,0.9136944953325068,0.8847162281763816,0.1350532271678198,0.0860151594398061,0.1279465787145728,0.1331392056494884,0.1508065264530601,0.1706260362685099,0.8483644859813084,-1.2995045140664578,0.0,0,baseline,RSF,ADNI,ADNI,No
24,0.8853456067261659,0.8548327193240556,0.9414102443596698,0.9189866059470488,0.8657991411267003,0.8927658214966944,0.1275453001463279,0.085335022424525,0.1106468228537421,0.1274848329738319,0.1545393864974543,0.1496852940960412,0.8521970705725699,-1.0599343307841689,0.0,0,baseline,RSF,ADNI,ADNI,No
36,0.9101299439018926,0.9948236830861475,0.9349761382328402,0.8478244015817074,0.8881839189725811,0.888255769721496,0.1148432216323595,0.0640257264578401,0.089142372286747,0.1306957455639674,0.1371346257921785,0.1407745593152501,0.9274509803921568,-0.9045619821542422,0.0,0,baseline,RSF,ADNI,ADNI,No
48,0.8168767393939176,0.7785553284596136,0.8056631959851055,0.8526968343199397,0.8504353926254928,0.8233748238542177,0.1080331541107969,0.0393967675784398,0.0929671194974177,0.112947106272679,0.1121143000532245,0.1888114136612927,0.8738317757009346,-1.0118204170459029,0.0,0,baseline,RSF,ADNI,ADNI,No
12,0.995809264868293,0.9914696197690532,0.995363857761064,0.9952289002558808,0.9963068462342828,1.0,0.0505270782806883,0.0283801135994359,0.0340962780977144,0.0645253022529623,0.0659614696226293,0.0466704126994583,0.923740053050398,-0.7039206664628824,0.0,1,baseline,RSF,ADNI,ADNI,No
24,0.9978535136432706,0.9982968791537664,0.9956519554291164,0.9963505064850297,1.0,1.0,0.0504371818877381,0.0195100835590897,0.0604749097488864,0.0606249712419012,0.0456205010794389,0.050546607402362,0.9290322580645162,-0.6918904286340178,0.0,1,baseline,RSF,ADNI,ADNI,No
36,0.9969097866961342,0.9940255876125264,0.994985428758056,1.0,1.0,1.0,0.0624109490723667,0.067818081057904,0.0678522639959457,0.0572767931338702,0.0590121092095271,0.0631871788423438,0.8928571428571429,-0.8221693521555897,0.0,1,baseline,RSF,ADNI,ADNI,No
48,0.83844612424649,,1.0,1.0,1.0,0.7704234397186962,0.0446287338792615,0.0058974853348312,0.0199712777372276,0.0242076984918361,0.0270613640755858,0.2086517050899619,0.7804878048780488,-0.9354052694084084,0.0,1,baseline,RSF,ADNI,ADNI,No
12,0.9757050194325858,0.9793478029929722,0.985234085668339,0.9865831646457728,0.9496107237171326,0.9492680246947746,0.1267414039520017,0.0922724874794021,0.0988034721402902,0.1374709235950375,0.157199895313243,0.1347101620394702,0.873024523160763,-1.2592992655857893,0.0,2,baseline,RSF,ADNI,ADNI,No
24,0.9251631145109048,0.9871302845278216,0.9098075041314984,0.8939757966477141,0.91996604554931,0.932753809208992,0.1553974661667649,0.0560727329595083,0.1478037721565914,0.187279316166301,0.1614427327524631,0.1940553542239004,0.8178807947019867,-1.145193625355444,0.0,2,baseline,RSF,ADNI,ADNI,No
36,0.8992143908221445,0.8708842770453014,0.858448125729028,0.8899561957778724,0.9170680572778036,0.9606821533086708,0.2080541261484461,0.1490303560251978,0.2093133582666651,0.1811804874101295,0.2233327433899231,0.2877494750289351,0.8106796116504854,-1.2705802024888266,0.0,2,baseline,RSF,ADNI,ADNI,No
48,0.917035535235362,0.9893446841481356,0.9822549393322072,0.9958699351849384,1.0,0.6791217769287545,0.1908319541550731,0.1158257833014856,0.10125428842981,0.1668881120576275,0.2561455928112825,0.3622538633416591,0.8524590163934426,-1.4388102194550094,0.0,2,baseline,RSF,ADNI,ADNI,No
12,0.9879367847795544,0.987795422895178,0.9868936074772284,0.992700170140848,0.991419813026602,0.9935442260176642,0.0836675991985925,0.0701120454757515,0.0946154744719697,0.0862324021509301,0.0781999554025522,0.081133084062084,0.8816676885346413,-0.9658463563165474,0.0,3,baseline,RSF,ADNI,ADNI,No
24,0.925101967513198,0.983645957294026,0.992038661442134,0.989625831015147,0.9931937407647844,0.8227024712862921,0.0689785677777044,0.0641569228830402,0.0654635296260363,0.0593044577679502,0.0622905994280122,0.1135544456945978,0.8325842696629213,-0.7601361848716629,0.0,3,baseline,RSF,ADNI,ADNI,No
36,0.692087260611654,1.0,0.9974232389423076,1.0,0.5806016135917361,0.7407940200319598,0.0517543311786505,0.0225179120456536,0.0250238596185264,0.0335168449163441,0.0911149395535441,0.0922054492067216,0.885,-0.6226729827250405,0.0,3,baseline,RSF,ADNI,ADNI,No
48,0.7684984809967711,,,0.3717622712549485,0.7217153284671532,0.9073561544064092,0.0632522446322339,0.0046712909211115,0.0128824145009419,0.0765811160858661,0.0787247851665257,0.164970034630092,0.6022727272727273,-0.9901065517571852,0.0,3,baseline,RSF,ADNI,ADNI,No
12,0.9467647087408604,0.9485334135011128,0.9677188170999842,0.9268037275150556,0.9419802434388084,0.9559026129576912,0.0929189334466142,0.0560298105401057,0.0599486131381644,0.0976741532420112,0.1222479094895958,0.1275803052932651,0.8342465753424657,-1.0001152448860713,0.0,4,baseline,RSF,ADNI,ADNI,No
24,0.9397301391860406,0.9915028359655732,0.9032071241186308,0.9333279874734912,0.9524269114336358,0.9521965825845448,0.1088227054573835,0.0246390246161981,0.0777940360217386,0.1306162393688099,0.1444089670093142,0.140304134243145,0.8731884057971014,-0.9518501759628606,0.0,4,baseline,RSF,ADNI,ADNI,No
36,0.9228552721300628,0.8700973555926429,0.9238038834146356,0.9465741851736418,0.9451780007434462,0.94738556433604,0.1497750861289597,0.0694101898944574,0.1477704798462438,0.1723938206130342,0.1656884259746007,0.1570850462694627,0.8428030303030303,-1.068305825678276,0.0,4,baseline,RSF,ADNI,ADNI,No
48,0.943876781949876,0.9519064863686258,0.9712678214053037,0.9702824879465284,0.9709718280124792,0.8988737590372522,0.1769386751262525,0.1337294913524905,0.1863832238018269,0.1762552978105231,0.1633563943056228,0.2297900778215841,0.865546218487395,-1.5732345948925766,0.0,4,baseline,RSF,ADNI,ADNI,No
12,0.9271997474597904,0.9521660186116592,0.8917458357352718,0.9312371655690972,0.9485346723805972,0.9647683375536013,0.0887499579300211,0.0410366973291694,0.0788999728267758,0.1075426219604214,0.1023732361549473,0.0913313042267102,0.8043087971274686,-0.7622357117609375,0.0,5,baseline,RSF,ADNI,ADNI,No
24,0.8961612969078367,0.8529487553981314,0.91489141220463,0.9389862208866911,0.9561090430637774,0.9580178166804232,0.0992419486558431,0.0603302355827911,0.1132175060527993,0.1128730605820297,0.0982850632144189,0.084854093965458,0.7690875232774674,-0.7497154526581905,0.0,5,baseline,RSF,ADNI,ADNI,No
36,0.9541068411555432,0.9464689402042544,0.9691237311614668,0.9872976897068946,0.9923298639281248,1.0,0.0826596428421983,0.0883080588743388,0.0977751910912652,0.0827020597440229,0.0723231927304423,0.0673681967317869,0.8064516129032258,-0.5877833095198877,0.0,5,baseline,RSF,ADNI,ADNI,No
48,0.965488602617804,0.965488602617804,0.971291153708546,0.9701090285434276,1.0,1.0,0.0357607347984908,0.0409685280474191,0.039298320996564,0.0363946564189979,0.0341719072504235,0.0253875810085368,0.76,-0.3792353183143271,0.0,5,baseline,RSF,ADNI,ADNI,No
12,0.9590424200087628,0.9568625343280563,0.9381885675534726,0.9526737992055936,0.9719542973837436,0.978778898566278,0.1486597991598839,0.1033446250899131,0.1465854784135873,0.1537804587345253,0.1684787144123961,0.1482444650681411,0.8323668950975224,-1.394922868677101,0.0,6,baseline,RSF,ADNI,ADNI,No
24,0.9428104077232377,0.8989577366032361,0.9389259276880716,0.9640449596021782,0.9722690804471894,0.9778373161889876,0.1440487437199085,0.091400547895341,0.1299559937000209,0.1690286127476637,0.1536061703122185,0.1558078483441205,0.7792869269949066,-1.1601183436026794,0.0,6,baseline,RSF,ADNI,ADNI,No
36,0.9738699625037588,0.9688933893090548,0.9628793032816568,0.9751925258109676,0.979998392793487,0.9914698524508614,0.1310621431547118,0.0747070640740589,0.1455308374462587,0.1377320913145318,0.1399021249468966,0.1274599737482615,0.8710526315789474,-1.0429161085811054,0.0,6,baseline,RSF,ADNI,ADNI,No
48,0.978506519261046,0.9728259550521332,0.974759961472754,0.9769522128268424,0.9883740144809215,0.9403492872075536,0.1357731856516952,0.1274941748966214,0.136660673280646,0.1388338816104216,0.149336276241795,0.1090296480512147,0.8355263157894737,-1.4053459108417403,0.0,6,baseline,RSF,ADNI,ADNI,No
12,0.9001571131365342,0.9750630679613916,0.9438709572538214,0.9351486286681292,0.8639061194073936,0.8356969754441945,0.0936851073268773,0.0441778725081172,0.0768309323496989,0.0808081742151287,0.1259424196016493,0.1381399337739478,0.8800539083557951,-0.9418349740590956,0.0,7,baseline,RSF,ADNI,ADNI,No
24,0.8354877640878211,0.8651668290741696,0.8960822307821765,0.8275730456698408,0.8080631893748546,0.8245577458629797,0.1231125018562847,0.0647338979508056,0.0738359287195975,0.1384835097294826,0.1552141556337205,0.1850989287338703,0.7594235033259423,-0.9871702118843608,0.0,7,baseline,RSF,ADNI,ADNI,No
36,0.7986635884990311,0.9621761680378178,0.8014163199151644,0.7801601251377014,0.7563953268178418,0.7193989208060945,0.146506970773949,0.0288675124782102,0.1291128466876206,0.1561552617479917,0.1934205988918643,0.1858108390584288,0.75,-0.983218066403572,0.0,7,baseline,RSF,ADNI,ADNI,No
48,0.7773627295014065,0.7697663861489626,0.7401498679112817,0.7892923823010825,0.722784273880219,0.7863645488482496,0.2300296526035601,0.1464044811665887,0.1851058498823704,0.233718749135405,0.2253625483913873,0.4054584448435667,0.6436781609195402,-1.807737294973135,0.0,7,baseline,RSF,ADNI,ADNI,No
12,0.9235040945239024,0.9378881193374417,0.8951944085525173,0.9314387772382658,0.9307588553220848,0.9488795989439373,0.10777313549855,0.0348941688487627,0.1050567260129634,0.1296743876729698,0.1254928043931197,0.1068430789815316,0.8439685314685315,-0.8267830850765497,0.0,8,baseline,RSF,ADNI,ADNI,No
24,0.9069571393050868,0.8579910039547205,0.9395206848223676,0.9261979229704128,0.9480350244457526,0.93917512934441,0.1169427334477144,0.0907092302001176,0.1291265092307834,0.1243904422547968,0.1136074129160472,0.1105839085783424,0.827513966480447,-0.8382556556821933,0.0,8,baseline,RSF,ADNI,ADNI,No
36,0.9876461756727994,0.9768107613859136,0.9900060674204229,0.9965740693387573,0.9964874692307436,0.996462514822013,0.0718041804959114,0.0682426720357952,0.0722375901085984,0.0744345537222131,0.0741800178639554,0.0644864485419622,0.95,-0.5536816184083191,0.0,8,baseline,RSF,ADNI,ADNI,No
48,0.9933327488654984,0.989211849439574,0.99603264848938,0.9959323624347802,0.995903464327678,1.0,0.0523478452194989,0.0386320462839893,0.0582224286426505,0.0581705952648094,0.0503072187870957,0.0467502300828905,0.9594594594594594,-0.6063469502890438,0.0,8,baseline,RSF,ADNI,ADNI,No
12,0.9854260142373218,0.9979035007506798,0.9782666753653992,0.9867117408962114,0.9758606216547432,0.9750602352785004,0.0591121124040466,0.0318209277758161,0.0563342380852482,0.0649351814683826,0.0668062580966712,0.0649246161559523,0.9288321167883212,-0.8478805772874483,0.0,9,baseline,RSF,ADNI,ADNI,No
24,0.9396567422424584,0.9666782138816652,0.981664231260896,0.9691283182467424,0.9681047097207232,0.8419786504885576,0.0730535406731984,0.055678573524857,0.0699186044382567,0.0730442554657741,0.0645433885136915,0.1137372550252862,0.8754681647940075,-0.8673942250579633,0.0,9,baseline,RSF,ADNI,ADNI,No
36,0.8589928184332384,0.9392099171643916,0.965208549019201,0.9637577491654744,0.7276779505487952,0.7254081983484677,0.0711878513079773,0.04129732049502,0.0597283373930515,0.0504848390601041,0.1033545208824058,0.1010700952976757,0.8670212765957447,-0.763011935034628,0.0,9,baseline,RSF,ADNI,ADNI,No
48,0.5984266736451512,0.8779019281311207,1.0,0.5953955907376721,0.5967318183394746,0.4788357760208321,0.0563318866081471,0.0261872641134082,0.0204525929341047,0.0610700143887019,0.0601952975312178,0.1410320190437198,0.7101449275362319,-0.778965868055526,0.0,9,baseline,RSF,ADNI,ADNI,No
12,0.9176717894631232,0.9524166702046468,0.8969938439062021,0.9293892557367592,0.9226745125055508,0.8615729028824826,0.1566901975291627,0.1011751257433838,0.1661358164318614,0.1506343850962294,0.1606802602753719,0.1974455308829927,0.8525700934579439,-1.3227881371637096,0.0,0,last_visit,CPH,ADNI,ADNI,No
24,0.9406343663477336,0.9426082041806584,0.9709533477643564,0.9550447042603608,0.9161938127213868,0.9281113466475612,0.1211793067056845,0.0885933534038222,0.1076679013055298,0.1145813404381946,0.1464658771779725,0.1434108623982602,0.8761651131824234,-0.988106147524196,0.0,0,last_visit,CPH,ADNI,ADNI,No
36,0.9505938939827518,0.995951197661442,0.9566436309685196,0.9206626709603152,0.9379378156322418,0.9370637699509912,0.1056673682381404,0.0526771643441079,0.0910068353377578,0.1522016622706418,0.1025904022291014,0.1010639818860132,0.9431372549019608,-0.8504046369793287,0.0,0,last_visit,CPH,ADNI,ADNI,No
48,0.9289023357280206,0.9916397828208532,0.9112726036736756,0.938071360509694,0.937199195592464,0.9133291076300486,0.0894489140226258,0.0464957167543316,0.1146335080485861,0.0793391124627932,0.0769709278920917,0.1272084986197329,0.9205607476635514,-0.9443206436431518,0.0,0,last_visit,CPH,ADNI,ADNI,No
12,0.9939792941566624,0.9845925465598512,0.9926723359016744,0.9958899408145884,0.9967622619746656,0.9998163327394888,0.0537798683172452,0.0340583196384553,0.0404919459220907,0.0694457226464862,0.0642180783374187,0.0478691330875151,0.9025198938992044,-0.6554630510742236,0.0,1,last_visit,CPH,ADNI,ADNI,No
24,0.9986820636341448,0.9992391708646312,0.9972029796426896,0.9986742809935298,1.0,1.0,0.0362199557316561,0.0163755086041311,0.0512125619865427,0.0442327235143298,0.02987127546198,0.022751015323413,0.9419354838709676,-0.6167213934612336,0.0,1,last_visit,CPH,ADNI,ADNI,No
36,0.9990932424818592,0.9982469354649276,0.9981784013651556,1.0,1.0,1.0,0.035157289459253,0.0550715771340486,0.0419126605716853,0.0349912661685595,0.0251190455249993,0.0221407940094871,0.9404761904761904,-0.7007181811664733,0.0,1,last_visit,CPH,ADNI,ADNI,No
48,0.905641099117419,,1.0,1.0,1.0,0.865911035587911,0.037698188221915,0.0036403840322998,0.0180481112232714,0.0114551992041555,0.0097150634540328,0.2195083739801011,0.7804878048780488,-0.8188218435772514,0.0,1,last_visit,CPH,ADNI,ADNI,No
12,0.9125214042373476,0.9316696235312896,0.9525947015286204,0.9008802117370672,0.8662897836395943,0.8640887522040619,0.1622449848426115,0.1029849033380746,0.1175475920055988,0.1815332311017685,0.2050722087470728,0.1866689116939372,0.8588555858310627,-1.3135591946249467,0.0,2,last_visit,CPH,ADNI,ADNI,No
24,0.9199909788416608,0.9900691862642113,0.9404682156639222,0.8732382526854535,0.8721252885237624,0.8920276876261004,0.1586085941427399,0.0511539717516612,0.1450774406172159,0.1903107693220872,0.1729605580395089,0.2010172454326335,0.8598233995584988,-1.1501679257291617,0.0,2,last_visit,CPH,ADNI,ADNI,No
