landmark,auc,auc,auc,auc,auc,auc,brier_score,brier_score,brier_score,brier_score,brier_score,brier_score,c_index,likelihood,likelihood,mse,mse,mse,mse,mse,mse,n,long_model,surv_model,train_size,task
,avg,1,2,3,4,5,avg,1,2,3,4,5,avg,avg,nr_zero,avg,1,2,3,4,5,,,,,
1,0.8112354556207817,0.8979009046931177,0.8436061464497322,0.7956266638039091,0.7582577523251683,0.7190139983818115,0.1592036844229084,0.076344102954362,0.1300307037257036,0.1676626643452019,0.1939705395184243,0.2139575572502451,0.6353658220250825,-1.68692255344212,0.0,0.0880627210786809,0.0223165549074294,0.0558714279967039,0.0917550136974267,0.1226363694383118,0.1477342393535328,3,baseline,RSF,1000,No
2,0.7187631714975878,0.7903372479339276,0.741703276379819,0.7061926469027859,0.6657590062931442,0.6418298778635868,0.1858041872887151,0.0993172258497483,0.158323634327189,0.1956161353685435,0.2224357527487367,0.2343652275710341,0.5987025416017497,-1.7486143130410878,0.0,0.1160603487275134,0.0354317755024801,0.0852510641646908,0.125730984941812,0.1564949241716426,0.1773929948569416,3,baseline,RSF,1000,No
3,0.6266014892255808,0.6777633256353599,0.6483398171339626,0.6060856110196875,0.5896791696622095,0.5654349496662007,0.2014100319531288,0.1059730449644422,0.1717144360212123,0.2162731234874016,0.2399939254562288,0.249344240730903,0.560350407638355,-1.7913265080220688,0.0,0.134648693727022,0.0493486460333567,0.1054531842165108,0.1486941507956992,0.178054183874881,0.1916933037146624,3,baseline,RSF,1000,No
4,0.5584148202099397,0.5940684721460695,0.5610706548517136,0.5559404224818514,0.5262794562360668,0.5205067271424109,0.2073328438500872,0.1091208078604937,0.1806256099754187,0.2237197588052818,0.2437993829276328,0.2532524395235372,0.528640517814484,-1.804685722084572,0.0,0.1399695480795,0.0519112713645145,0.1128746184775282,0.1577935424792497,0.1817724460596418,0.1954958620165658,3,baseline,RSF,1000,No
1,0.809730692314752,0.8942675464483436,0.8381393557338515,0.7991121958399292,0.7603371734498627,0.7159240362665735,0.1569616935493765,0.0746821489465273,0.1290855030968088,0.1642498939166711,0.1904485314339473,0.21344354255363,0.6365608248381692,-1.6763843664779985,0.0,0.0882426074619736,0.021613570009931,0.0564936858507334,0.092116003648435,0.1231608234266476,0.1478289543741212,4,baseline,RSF,1000,No
2,0.716715948511314,0.7805172709761157,0.7497980833064961,0.7087715902137661,0.6629775367197362,0.6331851505273562,0.184584370153707,0.0985979550194547,0.1542940565928191,0.1922182087081772,0.2224836530861947,0.2400851694358191,0.5994988134419227,-1.7372389734454428,0.0,0.1158481605827385,0.0355988828356542,0.08448694038851,0.1258944032325689,0.1565527636407055,0.1767078128162541,4,baseline,RSF,1000,No
3,0.6258639843025671,0.6942449908076869,0.6483004242795148,0.5989309696248212,0.5730989245638611,0.5608713176340143,0.2052712804399239,0.1047748279015656,0.1709929072912662,0.2190377833221515,0.2489468104680097,0.2594404134549708,0.5635014189041694,-1.7666070023088634,0.0,0.134481984980485,0.0487059648274469,0.1055540259921195,0.148919430671429,0.1773496004203452,0.1918809029910843,4,baseline,RSF,1000,No
4,0.5380766416071578,0.5709566821234296,0.5294252234750101,0.5282345173209555,0.5226144825313459,0.519746196848699,0.2131344111991336,0.1074757657227096,0.1819180269183535,0.2311224437286153,0.252474498932371,0.2665695847116799,0.5286302901017658,-1.7617624245368768,0.0,0.1402546728744265,0.0514633736835031,0.1134862964354537,0.1577032165303873,0.1831978958799498,0.1954225818428387,4,baseline,RSF,1000,No
1,0.8014725739603146,0.8865318622482011,0.8287040223766462,0.7896109811684556,0.749061683997969,0.7137674808003642,0.1595309725620942,0.0787906348515337,0.1320379713119916,0.1670036862832541,0.1937118779356558,0.2119500745834172,0.6354870217864398,-1.6747693579545142,0.0,0.0904593340448216,0.0243125799865425,0.0593074971333156,0.0958607658517247,0.1250534959975373,0.1477623312549879,5,baseline,RSF,1000,No
2,0.7114278640220967,0.7667157578769004,0.7417533853852689,0.7007929957674452,0.6659558989653994,0.6401451743215208,0.1833882233572916,0.0996029951426803,0.1549584065969254,0.1937290980081754,0.2196834312137835,0.2307609200778838,0.601132175473697,-1.7264374282805757,0.0,0.116845121694986,0.0371832318578125,0.0872319904859816,0.1273700182373753,0.1567998236797742,0.1756405442139864,5,baseline,RSF,1000,No
3,0.6344354954092424,0.6945295099523362,0.6502370050886246,0.6121759450609264,0.5918680661993607,0.576593244304297,0.200695471921502,0.1062092746409544,0.1719766615398441,0.2158865296012986,0.2377725005401052,0.2480831173685661,0.5665100652031548,-1.7615348388004504,0.0,0.1346549876567401,0.0516013727942773,0.1066842881984468,0.1492203216910961,0.176031664268368,0.1897372913315124,5,baseline,RSF,1000,No
4,0.5563520631042831,0.5811220484762969,0.5630349714436733,0.5474897639487373,0.5349159815751618,0.5321294551419128,0.2054217719171913,0.1090122191138519,0.1788314768561051,0.220630239627722,0.2412300635487297,0.2529783961585653,0.5351701818341211,-1.749407734939196,0.0,0.138026030404369,0.0511080537390276,0.1120388349395875,0.1547324807076306,0.1792594707769181,0.1929913118586812,5,baseline,RSF,1000,No
1,0.8101434182922128,0.8861341797736393,0.8399337081536302,0.800289779744231,0.7624110413537883,0.7235988665679984,0.1554574843640136,0.0759494813254098,0.1299336788168656,0.1624011095403219,0.1882665426835217,0.2065077315052804,0.6342419290350799,-1.7126420813012249,0.0,0.0878677828170742,0.0228621639330838,0.0571383236233193,0.0908666631786338,0.1221295765573585,0.1463421867929755,6,baseline,RSF,1000,No
2,0.7259555618403648,0.7901295903704052,0.7544061875894819,0.7154927090041812,0.6757049536573042,0.647730890797841,0.1802528993619935,0.0990466854283759,0.153357309596481,0.1901140434889383,0.2153120658086964,0.2254096716793406,0.60036541844148,-1.7821755683766318,0.0,0.1145916159170094,0.0355482476339046,0.0836478074885763,0.1244888665270294,0.1545645008716812,0.1747086570638554,6,baseline,RSF,1000,No
3,0.6431302377561554,0.697947897416278,0.6659761010677634,0.62202749279375,0.5986943238541678,0.5843537965747784,0.1963163116732186,0.1040619985115787,0.1679085072745924,0.2105594944481715,0.2316476319998501,0.2462372274289422,0.5661085959966972,-1.8149682599279413,0.0,0.132556765096085,0.0485865361512961,0.104151526364905,0.1463202428406966,0.1748423111315016,0.1888832089920259,6,baseline,RSF,1000,No
